Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 11/25  05:00:00,55.8731035054,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/25  06:00:00,55.8371240773,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/25  07:00:00,54.4098749696,0.0,0.0,0.0,15.863942322,29.242365,6.08796492607,0.0,3.20568,2.88228492607
 11/25  08:00:00,47.2162909327,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/25  09:00:00,47.2333453979,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/25  10:00:00,47.2447769247,0.0,0.0,0.0,15.863942322,29.242365,6.08908099306,0.0,3.20568,2.88340099306
 11/25  11:00:00,47.2535431582,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/25  12:00:00,47.9515003844,0.0,0.0,0.0,15.863942322,29.242365,6.08919432078,0.0,3.20568,2.88351432078
 11/25  13:00:00,47.2743066353,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/25  14:00:00,49.9611561786,0.270553421416,2.35536187129,0.0,15.863942322,29.242365,6.08789788246,0.0,3.20568,2.88221788246
 11/25  15:00:00,61.8325217597,1.53803186155,12.919286797,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/25  16:00:00,59.4863764622,1.316430225,10.7929252763,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/25  17:00:00,57.295722976,1.12955101841,8.88773167099,0.0,15.863942322,29.242365,6.08751120346,0.0,3.20568,2.88183120346
 11/25  18:00:00,51.5363868487,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/25  19:00:00,55.7764682176,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/25  20:00:00,55.9755363495,0.0,0.0,0.0,15.863942322,29.242365,6.08793079753,0.0,3.20568,2.88225079753
 11/25  21:00:00,55.9437757225,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/25  22:00:00,55.7982996628,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/25  23:00:00,55.6115280819,0.0,0.0,0.0,15.863942322,29.242365,6.08788454883,0.0,3.20568,2.88220454883
 11/25  24:00:00,56.2765860064,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/26  01:00:00,55.5723386767,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/26  02:00:00,55.5601303497,0.0,0.0,0.0,15.863942322,29.242365,6.08796813547,0.0,3.20568,2.88228813547
 11/26  03:00:00,55.5483914115,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/26  04:00:00,55.5405428953,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/26  05:00:00,55.7500957917,0.0,0.0,0.0,15.863942322,29.242365,6.08792636146,0.0,3.20568,2.88224636146
 11/26  06:00:00,55.7321186345,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/26  07:00:00,54.3110140096,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/26  08:00:00,47.1193644637,0.0,0.0,0.0,15.863942322,29.242365,6.08788488864,0.0,3.20568,2.88220488864
 11/26  09:00:00,47.1648688037,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/26  10:00:00,47.2370325953,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
