Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 11/01  17:00:00,242.600864433,47.523556342,0.0,0.0,62.886420148,41.4019203762,214.545275578,202.872556125,10.5075,1.16521945267
 11/01  18:00:00,255.628864518,47.523556342,0.0,0.0,41.9242800987,36.8599292233,236.345960483,225.840656835,9.34,1.16530364867
 11/01  19:00:00,239.355325486,47.523556342,0.0,0.0,41.9242800987,36.8599292233,252.596986935,242.092027035,9.34,1.16495989906
 11/01  20:00:00,214.487985305,47.523556342,0.0,0.0,34.9369000822,32.3179380704,263.949643215,254.612117961,8.1725,1.16502525442
 11/01  21:00:00,157.658241146,47.523556342,0.0,0.0,13.9747600329,18.6919646116,246.308867509,240.474100077,4.67,1.1647674322
 11/01  22:00:00,79.1506705213,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 11/01  23:00:00,115.114273474,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49941321526,0.0,2.335,1.16441321526
 11/01  24:00:00,96.0104947098,12.1302106139,0.0,0.0,3.49369000822,9.08398230582,18.9547294766,16.5997294766,2.335,0.02
 11/02  01:00:00,95.6257618791,18.1953159209,0.0,0.0,3.49369000822,9.08398230582,30.8062832952,27.3069564677,2.335,1.1643268275
 11/02  02:00:00,95.9091895812,18.4375333406,0.00332100835766,0.0,3.49369000822,9.08398230582,32.8161343752,30.4611343752,2.335,0.02
 11/02  03:00:00,91.1494798429,13.7456113047,0.00367641290496,0.0,3.49369000822,9.08398230582,26.413649175,24.058649175,2.335,0.02
 11/02  04:00:00,109.790979785,25.9851796373,0.00150829873619,0.0,3.49369000822,9.08398230582,42.9706749827,39.4713816697,2.335,1.16429331293
 11/02  05:00:00,112.888860863,29.3246437256,0.0015585124839,0.0,3.49369000822,9.08398230582,44.0651131074,41.7101131074,2.335,0.02
 11/02  06:00:00,156.697875986,47.523556342,0.0,0.0,13.9747600329,18.6919646116,437.304838587,432.614838587,4.67,0.02
 11/02  07:00:00,165.545055825,47.523556342,0.0,0.0,13.9747600329,18.6919646116,412.649400931,406.814864624,4.67,1.16453630727
 11/02  08:00:00,228.239111579,47.523556342,0.0,0.0,34.9369000822,32.3179380704,369.248949135,361.056449135,8.1725,0.02
 11/02  09:00:00,252.393646877,47.523556342,0.0,0.0,62.886420148,41.4019203762,305.606081346,293.933561923,10.5075,1.16501942236
 11/02  10:00:00,242.625766518,47.523556342,0.0,0.0,62.886420148,41.4019203762,278.26375071,265.445973182,10.5075,2.31027752846
 11/02  11:00:00,273.507265094,47.523556342,0.0290713444453,0.0,62.886420148,41.4019203762,252.274059313,240.601022183,10.5075,1.16553713015
 11/02  12:00:00,253.348538056,47.523556342,0.0115318365238,0.0,62.886420148,41.4019203762,235.256878645,222.437944268,10.5075,2.31143437719
 11/02  13:00:00,250.093453013,47.523556342,0.0,0.0,62.886420148,41.4019203762,214.302411616,202.629138934,10.5075,1.16577268198
 11/02  14:00:00,246.640823604,47.523556342,0.0,0.0,62.886420148,41.4019203762,201.293885088,188.475836545,10.5075,2.31054854345
 11/02  15:00:00,243.885130089,47.523556342,0.161254398603,0.0,62.886420148,41.4019203762,181.002250128,169.329379703,10.5075,1.16537042493
 11/02  16:00:00,244.283621454,47.523556342,0.307444043238,0.0,62.886420148,41.4019203762,172.846709086,161.173877053,10.5075,1.16533203295
 11/02  17:00:00,243.895526467,47.523556342,0.212624950055,0.0,62.886420148,41.4019203762,184.900461496,173.227657515,10.5075,1.16530398113
 11/02  18:00:00,256.239553173,47.523556342,0.0,0.0,41.9242800987,36.8599292233,202.472601621,191.967480803,9.34,1.16512081806
 11/02  19:00:00,239.876884086,47.523556342,0.0,0.0,41.9242800987,36.8599292233,220.309017106,209.803970823,9.34,1.16504628358
 11/02  20:00:00,214.870417766,47.523556342,0.0,0.0,34.9369000822,32.3179380704,233.290441973,223.952940317,8.1725,1.1650016558
 11/02  21:00:00,157.8684787,47.523556342,0.0,0.0,13.9747600329,18.6919646116,210.575502374,204.740688357,4.67,1.16481401714
 11/02  22:00:00,79.4804891773,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49952060206,0.0,2.335,1.16452060206
 11/02  23:00:00,115.245111951,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 11/02  24:00:00,90.1849038696,6.06510530697,0.0,0.0,3.49369000822,9.08398230582,9.38404755182,7.02904755182,2.335,0.02
 11/03  01:00:00,96.0820004859,18.1953159209,0.0,0.0,3.49369000822,9.08398230582,25.2072427795,21.707931369,2.335,1.16431141041
 11/03  02:00:00,89.9035068832,12.1302106139,0.0,0.0,3.49369000822,9.08398230582,18.6158814375,16.2608814375,2.335,0.02
 11/03  03:00:00,95.8152535283,18.2760550608,0.0,0.0,3.49369000822,9.08398230582,31.2586719358,28.9036719358,2.335,0.02
