Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 07/17  01:00:00,244.681848358,1.11162943572,137.01168652,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/17  02:00:00,105.091645263,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/17  03:00:00,105.096541203,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/17  04:00:00,105.654583079,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/17  05:00:00,105.61600671,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/17  06:00:00,784.565115283,73.0449310632,599.155583646,0.0,43.513341876,39.942024,13.4451854706,0.0,4.83426,8.61092547056
 07/17  07:00:00,846.933485408,73.4838189243,673.754692097,0.0,43.513341876,39.942024,4.86079267479,0.00653267479149,4.83426,0.02
 07/17  08:00:00,1037.34135017,76.2886061647,736.722303391,0.0,122.71106,84.617158233,32.8290649579,0.0,24.1713,8.65776495788
 07/17  09:00:00,1092.22232808,77.3717294031,789.970568947,0.0,122.71106,84.617158233,24.1913,0.0,24.1713,0.02
 07/17  10:00:00,1124.38866192,78.9178749872,816.380308437,0.0,122.71106,88.818015033,44.8896193129,0.0,36.25695,8.63266931293
 07/17  11:00:00,1143.17204549,80.4203231559,832.651447448,0.0,122.71106,88.818015033,36.27695,0.0,36.25695,0.02
 07/17  12:00:00,1150.63363126,81.9016148561,839.315574062,0.0,122.71106,88.818015033,44.8898246949,0.0,36.25695,8.63287469493
 07/17  13:00:00,1139.57340048,82.9953683578,831.365438115,0.0,122.71106,84.617158233,24.2013486004,0.0100486004089,24.1713,0.02
 07/17  14:00:00,1080.52254267,82.6548725921,773.018499439,0.0,122.71106,84.617158233,32.8038430952,0.0,24.1713,8.63254309516
 07/17  15:00:00,1079.77195358,84.1856462368,777.066837296,0.0,122.71106,78.0003075165,4.85426,0.0,4.83426,0.02
 07/17  16:00:00,1112.6082859,86.5464731748,811.937903178,0.0,122.71106,73.183824,4.85426,0.0,4.83426,0.02
 07/17  17:00:00,1085.90798739,85.0356962737,820.299646943,0.0,122.71106,39.942024,13.4545640266,0.0,4.83426,8.62030402657
 07/17  18:00:00,1025.35907273,73.0449310632,772.163079668,0.0,122.71106,39.942024,4.86779953422,0.0135395342177,4.83426,0.02
 07/17  19:00:00,1013.81086743,73.0449310632,759.931839308,0.0,122.71106,39.942024,13.4829946584,0.0,4.83426,8.64873465839
 07/17  20:00:00,895.114661456,73.0449310632,706.620366656,0.0,43.513341876,39.942024,13.4771705278,0.0,4.83426,8.64291052779
 07/17  21:00:00,480.04847121,6.23554548427,364.490163005,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/17  22:00:00,358.968360469,3.61442937181,247.673383825,0.0,43.513341876,39.243024,13.4585054161,0.0,4.83426,8.62424541608
 07/17  23:00:00,266.914899075,1.34783866167,157.932483206,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/17  24:00:00,325.379363507,1.83791970727,216.073394047,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/18  01:00:00,105.128930737,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/18  02:00:00,105.13138233,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/18  03:00:00,105.123414033,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/18  04:00:00,107.864004346,0.0,0.0,0.0,43.513341876,39.243024,13.4450531005,0.0,4.83426,8.6107931005
 07/18  05:00:00,107.432693491,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/18  06:00:00,785.375427747,73.0449310632,599.501982856,0.0,43.513341876,39.942024,4.85426,0.0,4.83426,0.02
 07/18  07:00:00,850.57679043,73.1915910307,678.032545553,0.0,43.513341876,39.942024,4.85426,0.0,4.83426,0.02
 07/18  08:00:00,1045.19541305,75.9118722977,745.059966371,0.0,122.71106,84.617158233,32.8290922831,0.0,24.1713,8.65779228306
 07/18  09:00:00,1100.12808596,77.3974987285,797.79053073,0.0,122.71106,84.617158233,32.8039517715,0.0,24.1713,8.63265177152
 07/18  10:00:00,1126.17547034,78.8122411635,818.073238955,0.0,122.71106,88.818015033,36.27695,0.0,36.25695,0.02
 07/18  11:00:00,1139.72019728,80.2660839284,829.499016564,0.0,122.71106,88.818015033,36.27695,0.0,36.25695,0.02
 07/18  12:00:00,1149.39555692,82.0156617799,838.412815906,0.0,122.71106,88.818015033,44.88980125,0.0,36.25695,8.63285124998
 07/18  13:00:00,1151.8611577,83.8632884013,843.317759364,0.0,122.71106,84.617158233,24.2120290675,0.0207290674803,24.1713,0.02
 07/18  14:00:00,1161.92029625,86.6682412398,850.220016742,0.0,122.71106,84.617158233,32.8038137691,0.0,24.1713,8.63251376911
